1,,,139382.3437 ,146047.0951 ,
2,,,157688.4185 ,148489.0310 ,
3,,,149441.1622 ,167278.6394 ,
4,,,131764.7130 ,162103.0925 ,
791,1.0999,1099900.00 ,146277.0000 ,149377.0500 ,4.48
792,1.72968,1729680.00 ,148037.4200 ,149443.9000 ,6.57
793,2.08295,2082950.00 ,141732.2300 ,149908.0200 ,6.79
794,1.40976,1409760.00 ,146343.9800 ,150237.0900 ,6.53
795,1.05233,1052330.00 ,143903.2700 ,150127.8400 ,5.33
796,1.5041,1504100.00 ,145062.6800 ,150092.5500 ,6.35
797,1.45598,1455980.00 ,142863.2700 ,150030.9400 ,6.64
798,2.21977,2219770.00 ,139998.8100 ,150082.7200 ,6.78
799,2.21551,2215510.00 ,149198.4600 ,149918.9200 ,6.41
800,0.698477,698477.00 ,143976.3000 ,151159.1600 ,6.79
801,1.24976,1249760.00 ,141546.8700 ,151107.9000 ,7.03
802,1.02762,1027620.00 ,142646.6000 ,151242.9600 ,6.96
803,1.8403,1840300.00 ,146813.3800 ,151435.8200 ,6.53
804,2.07282,2072820.00 ,145146.7700 ,151489.5600 ,6.08
805,2.22723,2227230.00 ,147951.6800 ,151173.0700 ,6.42
806,0.76776,767760.00 ,143800.1000 ,151838.3900 ,6.64
807,1.15631,1156310.00 ,142199.9400 ,151897.7700 ,7.22
808,3.32411,3324110.00 ,149214.8100 ,151472.2300 ,6.49
809,1.01302,1013020.00 ,144302.0500 ,152239.5000 ,6.5
810,0.551639,551639.00 ,140808.2000 ,152432.4700 ,5.4
811,0.594429,594429.00 ,143106.6700 ,152356.1300 ,7.23
812,2.91143,2911430.00 ,151500.7200 ,152128.3200 ,6.33
813,3.81063,3810630.00 ,139366.7400 ,151652.5900 ,6.71
814,1.0311,1031100.00 ,140416.5700 ,152146.0800 ,8.01
815,0.93738,937380.00 ,141612.0200 ,152424.7800 ,8.13
816,0.80786,807860.00 ,145313.2100 ,152711.9500 ,6.28
817,0.481672,481672.00 ,142147.4400 ,152788.0900 ,7.44
818,0.516613,516613.00 ,143839.8000 ,153020.8300 ,7.71
819,0.730858,730858.00 ,142733.3500 ,153099.5900 ,8.18
820,0.599673,599673.00 ,143678.0600 ,153444.6400 ,9.21
821,1.4383,1438300.00 ,145035.9900 ,153315.7000 ,7.27
822,4.22407,4224070.00 ,147188.7900 ,152823.1500 ,6.29
823,1.41888,1418880.00 ,140309.1500 ,153473.7800 ,7.21
824,1.56458,1564580.00 ,146543.6800 ,153913.7800 ,6.78
825,3.73639,3736390.00 ,151449.4400 ,153764.2500 ,6.26
826,3.97479,3974790.00 ,149366.8900 ,153648.0500 ,6.32
827,1.88011,1880110.00 ,141339.4500 ,153959.7200 ,6.87
828,1.8154,1815400.00 ,144690.9800 ,154316.9900 ,6.09
829,3.09574,3095740.00 ,149026.5600 ,154716.6800 ,6.1
830,2.96373,2963730.00 ,142144.7900 ,154597.2600 ,6.95
831,0.857261,857261.00 ,147066.4000 ,155149.2900 ,7.63
832,0.701876,701876.00 ,149088.1600 ,155678.1900 ,6.99
833,2.15647,2156470.00 ,143191.8600 ,155025.2100 ,6.9
834,3.29661,3296610.00 ,144403.2900 ,155930.0100 ,6.72
835,3.68917,3689170.00 ,146013.2900 ,155683.1200 ,6.71
836,1.08202,1082020.00 ,146935.2600 ,156555.2700 ,6.69
837,2.33987,2339870.00 ,147771.4400 ,156163.0400 ,6.61
838,2.28435,2284350.00 ,148886.1800 ,156757.9800 ,6.13
839,1.54207,1542070.00 ,149951.9000 ,157738.2800 ,7.76
